PT No.;Sources;Page in Rasmussen 2003;Year BC;Locations in Rasmussen 2003;Location of the specific Prodigy based on Rasmussen 2003;GPS Coordinates;Incidence;Prodigy;Commentary A.K.;Simplicity Rule: Concept;Step 1: Basic Level Membership;Step 2: Ontological Category (Spatial Entity, Solid Object, Living Thing, Animate, Person);Step 3: Transfers (Physicality P, Biology B, Animacy A, Mentality M);Step 4: Breaches (Universals u, Spatiality s, Physicality p, Biology b, Animacy a, Mentality m);Quantified Counterintuitiveness of Concept;Concept Type (INT, CI, MCI (Tr), MCI(Br), CSCH);Quantified Counterintuitiveness of Prodigy;Prodigy Type (INT, CI, MCI (Tr), MCI(Br), CSCH);Step 2a Concept recategorization for Events;Step 2b Concept Type recategorization for Events;Step 2c Prodigy Type recategorization for Events;Concept Type recategorization according to Kavanagh 2014 (CI, CSCH, INT, CI EVENT - corresponding to CI Object/Agent, CSCH Object/Agent, INT Object/Agent/Event[sic], CI Event);Prodigy Type recategorization according to Kavanagh 2014, T1 (CI, CSCH, INT, CI EVENT - corresponding to CI Object/Agent, CSCH Object/Agent, INT Object/Agent/Event[sic], CI Event);Conservative Concept Type Recategorization 1 (CI, CSCH, INT, EVENT - corresponding to CI-MCI (Br)-MCI (Tr)-MCI (Br)/CSCH-MCI (Tr)/CSCH, INT/CSCH, INT, and all events);Conservative Prodigy Type Recategorization 1, T4 (CI, CSCH, INT, EVENT - corresponding to CI-MCI (Br)-MCI (Tr)-MCI (Br)/CSCH-MCI (Tr)/CSCH, INT/CSCH, INT, and all events);Prodigy Typology T2;Prodigy Typology T3
82;Obseq. 15;87;162;"Anagniae; Frusino; Reate";;;4;in Reate a three-footed mule is born;;a three-footed mule is born;MULE;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
83;Obseq. 16;87;156;"Rome (Capitoline; Regia; Circus Flaminius)";;;4;on the Capitoline a storm shakes the temple of Jupiter and all that surrounds it;;a storm shakes the temple of Jupiter and all that surrounds it;STORM;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
83;Obseq. 16;87;156;"Rome (Capitoline; Regia; Circus Flaminius)";;;4;the roof and columns of the pontifex maximus' house are flung into the Tiber;;the roof and columns of the pontifex maximus' house are flung into the Tiber;HOUSE;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
83;Obseq. 16;87;156;"Rome (Capitoline; Regia; Circus Flaminius)";;;4;at the Circus Flaminius a colonnade between the temple of Juno Regina and the temple of Fortuna is struck and buildings around it are scattered;;a colonnade is struck and buildings around it are scattered;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
83;Obseq. 16;87;156;"Rome (Capitoline; Regia; Circus Flaminius)";;;4;a bull being led to the place of sacrifice because of these prodigies collapses;;bull being led to the place of sacrifice ;BULL;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
84;"Obseq. 17; Plin. HN 17.244";87-88;154;"Rome; Compsa";;;4;despite the heads being absent in the livers of several victims, the consul Postumius still travels to his province, and seven days later he returns to Rome and dies;; the heads being absent in the livers of several victims;VICTIMS;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
84;"Obseq. 17; Plin. HN 17.244";87-88;154;"Rome; Compsa";;;4;despite the heads being absent in the livers of several victims, the consul Postumius still travels to his province, and seven days later he returns to Rome and dies;;the consul Postumius still travels to his province, and seven days later he returns to Rome and dies;CONSUL;Person;;;0;INT/CSCH;;;;INT/CSCH;;CSCH;;CSCH;;;
84;"Obseq. 17; Plin. HN 17.244";87-88;154;"Rome; Compsa";;;4;in Compsa weapons seem to soar in the sky;;weapons seem to soar in the sky;WEAPONS;Solid Object;;p;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
84;"Obseq. 17; Plin. HN 17.244";87-88;154;"Rome; Compsa";;;4;lightning strikes many times;;lightning strikes many times;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
84;"Obseq. 17; Plin. HN 17.244";87-88;154;"Rome; Compsa";;;4;according to Pliny a fig tree grows up from the altar of Jupiter on the Capitoline after a storm has knocked down a palm tree at the same spot (cf. PT 77);;tree sprouts from alter;TREE;Living Thing;;bp;2;CI;2;CI;;CI;CI;CI;CI;CI;CI;CI;CI
85;Obseq. 18;88;152;"Rome (Campus Martius); Aricia";;;3;a whirlwind knocks down a column with a statue in front of the temple of Jupiter on the Campus Martius;;a whirlwind knocks down a column with a statue;WHIRLWIND;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
85;Obseq. 18;88;152;"Rome (Campus Martius); Aricia";;;3;there is a shower of stones in Aricia;;shower of stones;SHOWER;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
85;Obseq. 18;88;152;"Rome (Campus Martius); Aricia";;;3;in Rome people in togas are seen, who disappear before the eyes of those approaching;;people disappear;PEOPLE;Person;;p;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
86;Obseq. 20;88;147;"Rome; Amiternum; Caere; Frusino; Lanuvium";;;7;in Amiternum a boy is born with three feet and one hand;;a boy is born with three feet and one hand;BOY;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
86;Obseq. 20;88;147;"Rome; Amiternum; Caere; Frusino; Lanuvium";;;7;lightning strikes several times in Rome and its environs;;lightning strikes several times;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
86;Obseq. 20;88;147;"Rome; Amiternum; Caere; Frusino; Lanuvium";;;7;in Caere blood flows on the earth;;blood flows on the earth;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
86;Obseq. 20;88;147;"Rome; Amiternum; Caere; Frusino; Lanuvium";;;7;in Caere at night the heaven and earth seem to be on fire;;heaven seems to be on fire;HEAVEN;Spatial Entity;P;;1;MCI (Tr);2;CI;EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
86;Obseq. 20;88;147;"Rome; Amiternum; Caere; Frusino; Lanuvium";;;7;in Caere at night the heaven and earth seem to be on fire;;earth seems to be on fire;EARTH;Spatial Entity;P;;1;MCI (Tr);;;EVENT;MCI (Tr) EVENT;;CI EVENT;;EVENT;;;
86;Obseq. 20;88;147;"Rome; Amiternum; Caere; Frusino; Lanuvium";;;7;in Frusino mice nibble at the sacred gold;;mice nibble on gold;MICE;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
86;Obseq. 20;88;147;"Rome; Amiternum; Caere; Frusino; Lanuvium";;;7;in Lanuvium a red and a white circle are seen around the sun;;a red and a white circle are seen around the sun;SUN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
86;Obseq. 20;88;147;"Rome; Amiternum; Caere; Frusino; Lanuvium";;;7;a star burns for thirty-two days;;a star burns for thirty-two days;STAR;Spatial Entity;;u;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
87;"Obseq. 21; Cass. Dio 22.74.1 (cf. Livy Per. 54 (140 BC))";88-89;143;"Amiternum; Caura";;;2;in Amiternum a boy is born with three feet;;a boy is born with three feet;BOY;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
87;"Obseq. 21; Cass. Dio 22.74.1 (cf. Livy Per. 54 (140 BC))";88-89;143;"Amiternum; Caura";;;2;in Caura blood flows from the earth;;blood flows on the earth;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
88;"Obseq. 22; Oros. 5.4.8";89;142;"Rome; Luna";;;3;plague and famine;;plague and famine;PLAGUE;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
88;"Obseq. 22; Oros. 5.4.8";89;142;"Rome; Luna";;;3;in Luna a hermaphrodite is born;;a hermaphrodite is born;HERMAPHRODITE;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
88;"Obseq. 22; Oros. 5.4.8";89;142;"Rome; Luna";;;3;plague in Luna;;plague;PLAGUE;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
89;Obseq. 23;89;140;"Praeneste; Cephallenia; Aetna";;;3;in Praeneste statues seem to have fallen from the sky;;in Praeneste statues seem to have fallen from the sky;STATUE;Solid Object;;p;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
89;Obseq. 23;89;140;"Praeneste; Cephallenia; Aetna";;;3;in Cephallenia statues seem to have fallen from the sky;;in Cephallenia statues seem to have fallen from the sky;STATUE;Solid Object;;p;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
89;Obseq. 23;89;140;"Praeneste; Cephallenia; Aetna";;;3;Aetna overflows with fire;;Aetna overflows with fire;MOUNTAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
90;"Obseq. 24; Livy Per. 55; Oros 5.4.19";89-90;137;"Rome (Esquiline; Comitium; Graecostasis); Lavinium; Praeneste; Terracina; Lacus Fucinus; Portus Herculis";;;11;during the taking of auspices in Lavinium the chickens fly out of their cage into the Laurentine forest and cannot be found;;chickens fly out of their cage into the Laurentine forest and cannot be found;CHICKEN;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
90;"Obseq. 24; Livy Per. 55; Oros 5.4.19";89-90;137;"Rome (Esquiline; Comitium; Graecostasis); Lavinium; Praeneste; Terracina; Lacus Fucinus; Portus Herculis";;;11;in Praeneste a flaming torch is seen in the sky;;torch in the sky;TORCH;Solid Object;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
90;"Obseq. 24; Livy Per. 55; Oros 5.4.19";89-90;137;"Rome (Esquiline; Comitium; Graecostasis); Lavinium; Praeneste; Terracina; Lacus Fucinus; Portus Herculis";;;11;in Praeneste there is thunder from a clear sky;;thunder from a clear sky;THUNDER;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
90;"Obseq. 24; Livy Per. 55; Oros 5.4.19";89-90;137;"Rome (Esquiline; Comitium; Graecostasis); Lavinium; Praeneste; Terracina; Lacus Fucinus; Portus Herculis";;;11;in Terracina Marcus Claudius burns up when his ship is struck by lightning;;ship is struck by lightning;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
90;"Obseq. 24; Livy Per. 55; Oros 5.4.19";89-90;137;"Rome (Esquiline; Comitium; Graecostasis); Lavinium; Praeneste; Terracina; Lacus Fucinus; Portus Herculis";;;11;Lacus Fucinus overflows its banks;;a lake overflows its banks;LAKE;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
90;"Obseq. 24; Livy Per. 55; Oros 5.4.19";89-90;137;"Rome (Esquiline; Comitium; Graecostasis); Lavinium; Praeneste; Terracina; Lacus Fucinus; Portus Herculis";;;11;in the Graecostasis blood flows;;in the Graecostasis blood flows;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
90;"Obseq. 24; Livy Per. 55; Oros 5.4.19";89-90;137;"Rome (Esquiline; Comitium; Graecostasis); Lavinium; Praeneste; Terracina; Lacus Fucinus; Portus Herculis";;;11;in the Comitium blood flows;;in the Comitium blood flows;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
90;"Obseq. 24; Livy Per. 55; Oros 5.4.19";89-90;137;"Rome (Esquiline; Comitium; Graecostasis); Lavinium; Praeneste; Terracina; Lacus Fucinus; Portus Herculis";;;11;on the Esquiline a five-footed foal is born;;a five-footed foal is born;FOAL;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
90;"Obseq. 24; Livy Per. 55; Oros 5.4.19";89-90;137;"Rome (Esquiline; Comitium; Graecostasis); Lavinium; Praeneste; Terracina; Lacus Fucinus; Portus Herculis";;;11;many thunderbolts occur;;many thunderbolts occur;THUNDERBOLTS;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
90;"Obseq. 24; Livy Per. 55; Oros 5.4.19";89-90;137;"Rome (Esquiline; Comitium; Graecostasis); Lavinium; Praeneste; Terracina; Lacus Fucinus; Portus Herculis";;;11;a voice warns Mancinus against boarding his ship for Numantia;;a voice warns Mancinus;VOICE;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
90;"Obseq. 24; Livy Per. 55; Oros 5.4.19";89-90;137;"Rome (Esquiline; Comitium; Graecostasis); Lavinium; Praeneste; Terracina; Lacus Fucinus; Portus Herculis";;;11;a snake on the ship escapes from capture;;a snake on the ship escapes from capture;SNAKE;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
91;"Obseq. 25; Oros. 5.6.1";90;136;"Regium; Puteoli";;;4;the town of Regium burns to the ground without a trace of crime or negligence;;town burns down without signs of cause;TOWN;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
91;"Obseq. 25; Oros. 5.6.1";90;136;"Regium; Puteoli";;;4;a slave woman gives birth to a boy with four feet, hands, eyes and ears, and two sets of sexual organs;;a slave woman gives birth to a boy with four feet, hands, eyes and ears, and two sets of sexual organs;BOY;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
91;"Obseq. 25; Oros. 5.6.1";90;136;"Regium; Puteoli";;;4;the hot springs of Puteoli flow with blood;;blood in springs;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
91;"Obseq. 25; Oros. 5.6.1";90;136;"Regium; Puteoli";;;4;lightning strikes many places;;lightning strikes many places;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
92;"Obseq. 26; Oros. 5.6.2";90;135;"Rome (Capitoline); Aetna; Bononia";;;5;Aetna spews more fire than usual;;Aetna spews more fire than usual;MOUNTAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
92;"Obseq. 26; Oros. 5.6.2";90;135;"Rome (Capitoline); Aetna; Bononia";;;5;in Rome a boy is born without a lower aperture;;a boy is born without a lower aperture;BOY;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
92;"Obseq. 26; Oros. 5.6.2";90;135;"Rome (Capitoline); Aetna; Bononia";;;5;in Bononia grain grows on the trees;;grain grows on the trees;TREE;Living Thing;B;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
92;"Obseq. 26; Oros. 5.6.2";90;135;"Rome (Capitoline); Aetna; Bononia";;;5;the cry of an owl is heard on the Capitoline and in other locations in the city;;the cry of an owl is heard on the Capitoline and in other locations in the city;CRY;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
92;"Obseq. 26; Oros. 5.6.2";90;135;"Rome (Capitoline); Aetna; Bononia";;;5;an ox speaks;;an ox speaks;OX;Animate;M;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
93;Obseq. 27;90-91;134;"Rome (Capitoline); Amiternum; Anagnia";;;6;in Amiternum the sun is seen at night;;sun at night;SUN;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
93;Obseq. 27;90-91;134;"Rome (Capitoline); Amiternum; Anagnia";;;6;an ox speaks;;an ox speaks;OX;Animate;M;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
93;Obseq. 27;90-91;134;"Rome (Capitoline); Amiternum; Anagnia";;;6;it rains blood;;rain of blood;RAIN;Spatial Entity;B;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
93;Obseq. 27;90-91;134;"Rome (Capitoline); Amiternum; Anagnia";;;6;in Anagnia the tunic of a slave burns leaving no trace of flames;;a tunic burns with no trace of flames;FLAMES;Spatial Entity;;su;2;CI;2;CI;;CI;CI;CI;CI;CI;CI;CI;CI
93;Obseq. 27;90-91;134;"Rome (Capitoline); Amiternum; Anagnia";;;6;on the Capitoline a bird lets out a human-like groan at night;;bird makes a human-like groan;BIRD;Animate;M;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
93;Obseq. 27;90-91;134;"Rome (Capitoline); Amiternum; Anagnia";;;6;in the temple of Juno Regina a Ligurian shield is struck by lightning;;a Ligurian shield is struck by lightning;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
94;"Obseq. 27a; (cf. Cic. Verr. 4.108; Diod. Sic. 34/35 10)";91;133;"Rome (Lacus Romanus); Luna; Ardea; Minturnae; Ferentinum";;;10;milk in the Lacus Romanus;;milk in a lake;MILK;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
94;"Obseq. 27a; (cf. Cic. Verr. 4.108; Diod. Sic. 34/35 10)";91;133;"Rome (Lacus Romanus); Luna; Ardea; Minturnae; Ferentinum";;;10;in Luna a lake appears;;a lake appears;LAKE;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
94;"Obseq. 27a; (cf. Cic. Verr. 4.108; Diod. Sic. 34/35 10)";91;133;"Rome (Lacus Romanus); Luna; Ardea; Minturnae; Ferentinum";;;10;showers of earth in Ardea;;showers of earth;SHOWERS;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
94;"Obseq. 27a; (cf. Cic. Verr. 4.108; Diod. Sic. 34/35 10)";91;133;"Rome (Lacus Romanus); Luna; Ardea; Minturnae; Ferentinum";;;10;in Minturnae a night guardsman is mangled by a wolf, which escapes in the tumult;;a night guardsman is mangled by a wolf, which escapes in the tumult;WOLF;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
94;"Obseq. 27a; (cf. Cic. Verr. 4.108; Diod. Sic. 34/35 10)";91;133;"Rome (Lacus Romanus); Luna; Ardea; Minturnae; Ferentinum";;;10;in Rome an owl is seen;;owl seen in Rome;OWL;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
94;"Obseq. 27a; (cf. Cic. Verr. 4.108; Diod. Sic. 34/35 10)";91;133;"Rome (Lacus Romanus); Luna; Ardea; Minturnae; Ferentinum";;;10;in Rome an unknown bird is seen;;an unknown bird seen in Rome;BIRD;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
94;"Obseq. 27a; (cf. Cic. Verr. 4.108; Diod. Sic. 34/35 10)";91;133;"Rome (Lacus Romanus); Luna; Ardea; Minturnae; Ferentinum";;;10;in the temple of Juno Regina a child's voice is heard for two days;;a child's voice is heard for two days;VOICE;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
94;"Obseq. 27a; (cf. Cic. Verr. 4.108; Diod. Sic. 34/35 10)";91;133;"Rome (Lacus Romanus); Luna; Ardea; Minturnae; Ferentinum";;;10;shields with stains of blood are seen;;shields with stains of blood;SHIELDS;Solid Object;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
94;"Obseq. 27a; (cf. Cic. Verr. 4.108; Diod. Sic. 34/35 10)";91;133;"Rome (Lacus Romanus); Luna; Ardea; Minturnae; Ferentinum";;;10;a girl is born with four feet;;a girl is born with four feet;GIRL;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
94;"Obseq. 27a; (cf. Cic. Verr. 4.108; Diod. Sic. 34/35 10)";91;133;"Rome (Lacus Romanus); Luna; Ardea; Minturnae; Ferentinum";;;10;a hermaphrodite in Ferentinum;;a hermaphrodite in Ferentinum;HERMAPHRODITE;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
95;"Obseq. 28; Cass. Dio 24.84.2; August. De civ. D. 3.11";91-92;130;"Rome (Graecostasis); Reate; Ostia; Apulia; Terracina";;;9;in Reate a five-footed mule is born;;a five-footed mule is born;MULE;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
95;"Obseq. 28; Cass. Dio 24.84.2; August. De civ. D. 3.11";91-92;130;"Rome (Graecostasis); Reate; Ostia; Apulia; Terracina";;;9;there is a rain of milk in the Graecostasis;;rain of milk;RAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
95;"Obseq. 28; Cass. Dio 24.84.2; August. De civ. D. 3.11";91-92;130;"Rome (Graecostasis); Reate; Ostia; Apulia; Terracina";;;9;in Ostia a wolf and is killed by lightning;;in Ostia a wolf and is killed by lightning;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
95;"Obseq. 28; Cass. Dio 24.84.2; August. De civ. D. 3.11";91-92;130;"Rome (Graecostasis); Reate; Ostia; Apulia; Terracina";;;9;in Ostia a dog is killed by lightning;;in Ostia a dog is killed by lightning;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
95;"Obseq. 28; Cass. Dio 24.84.2; August. De civ. D. 3.11";91-92;130;"Rome (Graecostasis); Reate; Ostia; Apulia; Terracina";;;9;in Apulia a flock of sheep is killed by a single thunderbolt;;animals killed with a thunderbolt;ANIMALS;Animate;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
95;"Obseq. 28; Cass. Dio 24.84.2; August. De civ. D. 3.11";91-92;130;"Rome (Graecostasis); Reate; Ostia; Apulia; Terracina";;;9;a praetor is struck by lightning;;a praetor is struck by lightning;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
95;"Obseq. 28; Cass. Dio 24.84.2; August. De civ. D. 3.11";91-92;130;"Rome (Graecostasis); Reate; Ostia; Apulia; Terracina";;;9;in Terracina the sail of a ship is flung into the water by lightning;;a sail i flung by lightning;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
95;"Obseq. 28; Cass. Dio 24.84.2; August. De civ. D. 3.11";91-92;130;"Rome (Graecostasis); Reate; Ostia; Apulia; Terracina";;;9;the statue of Apollo in Cumae weeps for four days;;statue sheds tears for three days and nights;STATUE;Solid Object;B;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
