PT No.;Sources;Page in Rasmussen 2003;Year BC;Locations in Rasmussen 2003;Location of the specific Prodigy based on Rasmussen 2003;GPS Coordinates;Incidence;Prodigy;Commentary A.K.;Simplicity Rule: Concept;Step 1: Basic Level Membership;Step 2: Ontological Category (Spatial Entity, Solid Object, Living Thing, Animate, Person);Step 3: Transfers (Physicality P, Biology B, Animacy A, Mentality M);Step 4: Breaches (Universals u, Spatiality s, Physicality p, Biology b, Animacy a, Mentality m);Quantified Counterintuitiveness of Concept;Concept Type (INT, CI, MCI (Tr), MCI(Br), CSCH);Quantified Counterintuitiveness of Prodigy;Prodigy Type (INT, CI, MCI (Tr), MCI(Br), CSCH);Step 2a Concept recategorization for Events;Step 2b Concept Type recategorization for Events;Step 2c Prodigy Type recategorization for Events;Concept Type recategorization according to Kavanagh 2014 (CI, CSCH, INT, CI EVENT - corresponding to CI Object/Agent, CSCH Object/Agent, INT Object/Agent/Event[sic], CI Event);Prodigy Type recategorization according to Kavanagh 2014, T1 (CI, CSCH, INT, CI EVENT - corresponding to CI Object/Agent, CSCH Object/Agent, INT Object/Agent/Event[sic], CI Event);Conservative Concept Type Recategorization 1 (CI, CSCH, INT, EVENT - corresponding to CI-MCI (Br)-MCI (Tr)-MCI (Br)/CSCH-MCI (Tr)/CSCH, INT/CSCH, INT, and all events);Conservative Prodigy Type Recategorization 1, T4 (CI, CSCH, INT, EVENT - corresponding to CI-MCI (Br)-MCI (Tr)-MCI (Br)/CSCH-MCI (Tr)/CSCH, INT/CSCH, INT, and all events);Prodigy Typology T2;Prodigy Typology T3
57;Livy 34.45.6-8;75;194;"Rome (Forum Romanum; Comitium; Capitoline); Nar; Ariminum; Picenum; Adria";;;9;blood drips in the Forum;;blood drips in the Forum;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
57;Livy 34.45.6-8;75;194;"Rome (Forum Romanum; Comitium; Capitoline); Nar; Ariminum; Picenum; Adria";;;9;blood drips in the Comitium;;blood drips in the Comitium;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
57;Livy 34.45.6-8;75;194;"Rome (Forum Romanum; Comitium; Capitoline); Nar; Ariminum; Picenum; Adria";;;9;blood drips on the Capitoline;;blood drips in the Comitium;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
57;Livy 34.45.6-8;75;194;"Rome (Forum Romanum; Comitium; Capitoline); Nar; Ariminum; Picenum; Adria";;;9;frequent showers of earth;;frequent showers of earth;SHOWERS;Spatial Entity;P;u;2;CI;2;CI;EVENT;CI EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
57;Livy 34.45.6-8;75;194;"Rome (Forum Romanum; Comitium; Capitoline); Nar; Ariminum; Picenum; Adria";;;9;the head of a statue of Vulcan burns;;head of a statue burns;STATUE;Solid Object;;p;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
57;Livy 34.45.6-8;75;194;"Rome (Forum Romanum; Comitium; Capitoline); Nar; Ariminum; Picenum; Adria";;;9;milk flows in the river Nar;;milk flows in the river Nar;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
57;Livy 34.45.6-8;75;194;"Rome (Forum Romanum; Comitium; Capitoline); Nar; Ariminum; Picenum; Adria";;;9;in Ariminum freeborn infants are born with no eyes and nose;;freeborn infants are born with no eyes and nose;INFANTS;Person;;bb;2;CI;2;CI;;CI;CI;CI;CI;CI;CI;CI;CI
57;Livy 34.45.6-8;75;194;"Rome (Forum Romanum; Comitium; Capitoline); Nar; Ariminum; Picenum; Adria";;;9;in Picenum one is born without hands and feet;;freeborn infant is born without hands and feet;INFANT;Person;;bb;2;CI;2;CI;;CI;CI;CI;CI;CI;CI;CI;CI
57;Livy 34.45.6-8;75;194;"Rome (Forum Romanum; Comitium; Capitoline); Nar; Ariminum; Picenum; Adria";;;9;there is a shower of stones in Adria;;a shower of stones;SHOWERS;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
58;"Livy 34.55.1-5; 35.9.3-5";75-76;193;"Rome (Tiber; Porta Flumentana; Porta Caelimontana; Aventine); Aricia; Lanuvium; Capua";;;9;frequent earthquakes;;frequent earthquakes;EARTH;Spatial Entity;P;u;2;CI;2;CI;EVENT;CI EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
58;"Livy 34.55.1-5; 35.9.3-5";75-76;193;"Rome (Tiber; Porta Flumentana; Porta Caelimontana; Aventine); Aricia; Lanuvium; Capua";;;9;the Tiber overflows its banks;;the Tiber overflows its banks;RIVER;Spatial Entity;;s;1;MCI (Br)/CSCH;1;MCI (Br)/CSCH;EVENT;MCI (Br)/CSCH EVENT;MCI (Br)/CSCH EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
58;"Livy 34.55.1-5; 35.9.3-5";75-76;193;"Rome (Tiber; Porta Flumentana; Porta Caelimontana; Aventine); Aricia; Lanuvium; Capua";;;9;buildings collapse near the Porta Flumentana;;buildings collapse;BUILDINGS;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
58;"Livy 34.55.1-5; 35.9.3-5";75-76;193;"Rome (Tiber; Porta Flumentana; Porta Caelimontana; Aventine); Aricia; Lanuvium; Capua";;;9;lightning strikes the Porta Caelimontana;;lightning strikes the Porta Caelimontana;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
58;"Livy 34.55.1-5; 35.9.3-5";75-76;193;"Rome (Tiber; Porta Flumentana; Porta Caelimontana; Aventine); Aricia; Lanuvium; Capua";;;9;lightning strikes the wall;;lightning strikes the wall;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
58;"Livy 34.55.1-5; 35.9.3-5";75-76;193;"Rome (Tiber; Porta Flumentana; Porta Caelimontana; Aventine); Aricia; Lanuvium; Capua";;;9;showers of stones in Aricia;;showers of stones;SHOWERS;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
58;"Livy 34.55.1-5; 35.9.3-5";75-76;193;"Rome (Tiber; Porta Flumentana; Porta Caelimontana; Aventine); Aricia; Lanuvium; Capua";;;9;showers of stones in Lanuvium;;showers of stones;SHOWERS;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
58;"Livy 34.55.1-5; 35.9.3-5";75-76;193;"Rome (Tiber; Porta Flumentana; Porta Caelimontana; Aventine); Aricia; Lanuvium; Capua";;;9;showers of stones on the Aventine;;showers of stones;SHOWERS;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
58;"Livy 34.55.1-5; 35.9.3-5";75-76;193;"Rome (Tiber; Porta Flumentana; Porta Caelimontana; Aventine); Aricia; Lanuvium; Capua";;;9;in Capua a large swarm of bees settles on the temple of Mars at the forum;;a large swarm of bees settles on the temple;SWARM;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
59;Livy 35.21.2-5;76;192;"Rome; Picenum; Arretium; Amiternum; Formiae";;;6;in Picenum a she-goat gives birth to six kids at once;six is a lot, five is rare - CSCH or MCI;she-goat gives birth to six kids at once;GOAT;Animate;;b;1;MCI (Br)/CSCH;1;MCI (Br)/CSCH;;MCI (Br)/CSCH;MCI (Br)/CSCH;CI;CI;CI;CI;CI;CI
59;Livy 35.21.2-5;76;192;"Rome; Picenum; Arretium; Amiternum; Formiae";;;6;in Arretium a boy is born with one hand;;a boy is born with one hand;BOY;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
59;Livy 35.21.2-5;76;192;"Rome; Picenum; Arretium; Amiternum; Formiae";;;6;in Amiternum there is a shower of earth;;shower of earth;SHOWER;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
59;Livy 35.21.2-5;76;192;"Rome; Picenum; Arretium; Amiternum; Formiae";;;6;in Formiae lightning strikes the wall;;lightning strikes the wall;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
59;Livy 35.21.2-5;76;192;"Rome; Picenum; Arretium; Amiternum; Formiae";;;6;in Formiae lightning strikes the gate;;lightning strikes the gate;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
59;Livy 35.21.2-5;76;192;"Rome; Picenum; Arretium; Amiternum; Formiae";;;6;"in Rome an ox belonging to the consul Gnaeus Domitius says: ""Roma, cave tibi""";;an ox speaks;OX;Animate;M;;1;MCI (Tr)/CSCH;1;MCI (Tr)/CSCH;;MCI (Tr)/CSCH;MCI (Tr)/CSCH;CI;CI;CI;CI;CI;CI
60;Livy 36.37.2-6;76-77;191;"Rome (Carinae); Tarracina; Amiternum; Minturnae; Volturnum";;;6;near Carinae two oxen ascend the stairs to the roof of a building;;two oxen ascend the stairs to the roof of a building;OXEN;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
60;Livy 36.37.2-6;76-77;191;"Rome (Carinae); Tarracina; Amiternum; Minturnae; Volturnum";;;6;in Tarracina there is a shower of stones;;shower of stones;SHOWER;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
60;Livy 36.37.2-6;76-77;191;"Rome (Carinae); Tarracina; Amiternum; Minturnae; Volturnum";;;6;in Amitemium there is a shower of stones;;shower of stones;SHOWER;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
60;Livy 36.37.2-6;76-77;191;"Rome (Carinae); Tarracina; Amiternum; Minturnae; Volturnum";;;6;in Minturnae lightning strikes the temple of Jupiter;;lightning strikes the temple;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
60;Livy 36.37.2-6;76-77;191;"Rome (Carinae); Tarracina; Amiternum; Minturnae; Volturnum";;;6;in Minturnae lightning strikes some businesses around the forum;;lightning strikes businesses;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
60;Livy 36.37.2-6;76-77;191;"Rome (Carinae); Tarracina; Amiternum; Minturnae; Volturnum";;;6;at the mouth of the river in Volturnum two ships are struck by lightning and burn;;lightning strikes two ships;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
61;"Livy 37.3.1-6; Obseq. 1";77;190;"Rome; Puteoli; Nurcia; Tusculum; Reate";;;6;in Rome lightning strikes the temple of Juno Lucina;;lightning strikes a temple;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
61;"Livy 37.3.1-6; Obseq. 1";77;190;"Rome; Puteoli; Nurcia; Tusculum; Reate";;;6;in Puteoli lightning strikes many places and kills two men;;lightning kills two men;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
61;"Livy 37.3.1-6; Obseq. 1";77;190;"Rome; Puteoli; Nurcia; Tusculum; Reate";;;6;in Nurcia a storm-cloud is seen in a clear sky;; a storm-cloud is seen in a clear sky;STORM-CLOUD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
61;"Livy 37.3.1-6; Obseq. 1";77;190;"Rome; Puteoli; Nurcia; Tusculum; Reate";;;6;in Nurcia two freemen die;;two freemen die;MEN;Person;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
61;"Livy 37.3.1-6; Obseq. 1";77;190;"Rome; Puteoli; Nurcia; Tusculum; Reate";;;6;in Tusculum there is a shower of earth;;shower of earth;SHOWER;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
61;"Livy 37.3.1-6; Obseq. 1";77;190;"Rome; Puteoli; Nurcia; Tusculum; Reate";;;6;in Reate a mule gives birth;very uncommon for a mule to reproduce - unclear if CI or INT, but definitelly CSCH;mule gives birth;MULE;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
62;"Livy 38.36.4; Obseq. 2";77;188;Rome (Aventine);;;2;darkness of night between the third and fourth hour of the day;;darkness of night during day;DARKNESS;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
62;"Livy 38.36.4; Obseq. 2";77;188;Rome (Aventine);;;2;shower of stones on the Aventine;;shower of earth;SHOWER;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
63;Livy 38.447;78;187;in and outside Rome;;;1;plague in the city and in the country;;plague;PLAGUE;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
64;"Livy 39.22.3-5; Obseq. 3";78;186;"Rome (Capitoline); Picenum; Umbria";;;4;in Picenum showers of stones for three days;;shower of stones for three days;SHOWER;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
64;"Livy 39.22.3-5; Obseq. 3";78;186;"Rome (Capitoline); Picenum; Umbria";;;4;flames from the sky burn the clothes off of people;;flames from the sky burn the clothes off of people;FLAMES;Spatial Entity;P;s;2;CI;2;CI;EVENT;CI EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
64;"Livy 39.22.3-5; Obseq. 3";78;186;"Rome (Capitoline); Picenum; Umbria";;;4;lightning strikes the temple of Ops on the Capitoline;;lightning strikes a temple;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
64;"Livy 39.22.3-5; Obseq. 3";78;186;"Rome (Capitoline); Picenum; Umbria";;;4;in Umbria a twelve-year-old hermaphrodite is discovered;;a twelve-year-old hermaphrodite is discovered;HERMAPHRODITE;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
65;"Livy 39.46.5; 39.56.6; Obseq. 4; Oros. 4.20.30;";78;183;"Rome; island near Sicily";;;2;for two days there are rains of blood in the area around Vulcan and Concordia;;for two days there are rains of blood;RAIN;Spatial Entity;B;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
65;"Livy 39.46.5; 39.56.6; Obseq. 4; Oros. 4.20.30;";78;183;"Rome; island near Sicily";;;2;a new island emerges near Sicily;;a new island emerge;ISLAND;Spatial Entity;;u;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
66;"Livy 40.2.1-4; Obseq. 5";78-79;182;"Rome (Capitoline; Aventine; Circus Maximus); Reate; Caieta";;;5;in Rome a terrible storm knocks down statues on the Capitoline;;a storm knocks down statues;STORM;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
66;"Livy 40.2.1-4; Obseq. 5";78-79;182;"Rome (Capitoline; Aventine; Circus Maximus); Reate; Caieta";;;5;in Rome a terrible storm knocks down statues at the Circus Maximus;;a storm knocks down statues;STORM;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
66;"Livy 40.2.1-4; Obseq. 5";78-79;182;"Rome (Capitoline; Aventine; Circus Maximus); Reate; Caieta";;;5;in Rome a terrible storm destroys temples;;a storm destroys temples;STORM;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
66;"Livy 40.2.1-4; Obseq. 5";78-79;182;"Rome (Capitoline; Aventine; Circus Maximus); Reate; Caieta";;;5;in Reate a three-footed mule is born;;a three-footed mule is born;MULE;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
66;"Livy 40.2.1-4; Obseq. 5";78-79;182;"Rome (Capitoline; Aventine; Circus Maximus); Reate; Caieta";;;5;in Caieta the temple of Apollo is struck by lightning;;lightning strikes the temple;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
67;"Livy 40.19.1-5; Obseq. 6";79;181;"Rome; Lanuvium";;;4;rain of blood in the area around Vulcan and Concordia;;rain of blood;RAIN;Spatial Entity;B;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
67;"Livy 40.19.1-5; Obseq. 6";79;181;"Rome; Lanuvium";;;4;lances move;;lances move;LANCES;Solid Object;A;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
67;"Livy 40.19.1-5; Obseq. 6";79;181;"Rome; Lanuvium";;;4;in Lanuvium the statue of Juno Sospita weeps;;a statue weeps;STATUE;Solid Object;A;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
67;"Livy 40.19.1-5; Obseq. 6";79;181;"Rome; Lanuvium";;;4;plague in the city and in the country;;plague;PLAGUE;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
68;Livy 40.37.1-3;79;180;Rome;;;1;plague;;plague;PLAGUE;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
69;"Livy 40.45.3-5; 40.59.6-8; Obseq. 7";79-80;179;"Rome (Capitoline); Tarracina; Capua; Reate";;;9;a storm knocks down statues on the Capitoline;;a storm knocks down statues;STORM;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
69;"Livy 40.45.3-5; 40.59.6-8; Obseq. 7";79-80;179;"Rome (Capitoline); Tarracina; Capua; Reate";;;9;in Tarracina lightning strikes the temple of Jupiter;;lightning strikes the temple;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
69;"Livy 40.45.3-5; 40.59.6-8; Obseq. 7";79-80;179;"Rome (Capitoline); Tarracina; Capua; Reate";;;9;in Capua lightning strikes the White Shrine;;lightning strikes the White Shrine;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
69;"Livy 40.45.3-5; 40.59.6-8; Obseq. 7";79-80;179;"Rome (Capitoline); Tarracina; Capua; Reate";;;9;in Capua lightning strikes the Porta Romana;;lightning strikes the Porta Romana;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
69;"Livy 40.45.3-5; 40.59.6-8; Obseq. 7";79-80;179;"Rome (Capitoline); Tarracina; Capua; Reate";;;9;in Reate a three-footed mule is born;;a three-footed mule is born;MULE;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
69;"Livy 40.45.3-5; 40.59.6-8; Obseq. 7";79-80;179;"Rome (Capitoline); Tarracina; Capua; Reate";;;9;the earth trembles;;the earth trembles;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
69;"Livy 40.45.3-5; 40.59.6-8; Obseq. 7";79-80;179;"Rome (Capitoline); Tarracina; Capua; Reate";;;9;during a lectisternium the gods turn their heads away;if gods were represented by as BUST, STATUE or FIGURINE than MCI (Tr), otherwise INT/CSCH; gods turn their heads away;GODS;Solid Object;A;;1;MCI (Tr)/CSCH;1;MCI (Tr)/CSCH;;MCI (Tr)/CSCH;MCI (Tr)/CSCH;CI;CI;CI;CI;CI;CI
69;"Livy 40.45.3-5; 40.59.6-8; Obseq. 7";79-80;179;"Rome (Capitoline); Tarracina; Capua; Reate";;;9;during a lectisternium the bowl of Jupiter falls down from the table;;the bowl of Jupiter falls down from the table;BOWL;Solid Object;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
69;"Livy 40.45.3-5; 40.59.6-8; Obseq. 7";79-80;179;"Rome (Capitoline); Tarracina; Capua; Reate";;;9;mice eat of the olives;;mice eat of the olives;MICE;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
70;"Livy Per. 41; Obseq. 8";80;178;Rome;;;2;the temple of Venus burns to the ground in a fire around the Forum;;temple of Venus burns to the ground;TEMPLE;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
70;"Livy Per. 41; Obseq. 8";80;178;Rome;;;2;the flame of Vesta dies out;;the flame of Vesta dies out;FLAME;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
71;"Livy 41.9.4-8; 41.13.1-3";80-81;177;"Rome, ager Crustuminus; ager Romanus; Capua; Puteoli; Crustumerium; Campania; Syracuse";;;9;in ager Crustuminus a stone falls from the sky in the grove of Mars;;stone falls from the sky;STONE;Solid Object;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
71;"Livy 41.9.4-8; 41.13.1-3";80-81;177;"Rome, ager Crustuminus; ager Romanus; Capua; Puteoli; Crustumerium; Campania; Syracuse";;;9;in ager Romanus a boy is born whose body is without limbs;;boy born without limbs;BOY;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
71;"Livy 41.9.4-8; 41.13.1-3";80-81;177;"Rome, ager Crustuminus; ager Romanus; Capua; Puteoli; Crustumerium; Campania; Syracuse";;;9;in ager Romanus a four-legged snake is seen;;a four-legged snake is seen;SNAKE;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
71;"Livy 41.9.4-8; 41.13.1-3";80-81;177;"Rome, ager Crustuminus; ager Romanus; Capua; Puteoli; Crustumerium; Campania; Syracuse";;;9;in Capua lightning strikes buildings in the forum;;lightning strikes the forum;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
71;"Livy 41.9.4-8; 41.13.1-3";80-81;177;"Rome, ager Crustuminus; ager Romanus; Capua; Puteoli; Crustumerium; Campania; Syracuse";;;9;in Puteoli two ships burn because of lightning;;ships burn;SHIPS;Solid Object;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
71;"Livy 41.9.4-8; 41.13.1-3";80-81;177;"Rome, ager Crustuminus; ager Romanus; Capua; Puteoli; Crustumerium; Campania; Syracuse";;;9;a wolf runs through the city from the Porta Collina to the Porta Esquilina;;wolf runs through city;WOLF;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
